Zone,Area,Crime_Type,Time,Date,Status
South-West Nagpur,Pratap Nagar,Chain Snatching,10:15,2025-03-19,Pending
South-West Nagpur,Sneha Nagar,Robbery,03:15,2025-03-24,Pending
Central Nagpur,Ganeshpeth,Chain Snatching,01:30,2025-02-16,Pending
North-West Nagpur,Nara,Assault,19:45,2025-06-20,Resolved
Central Nagpur,Mahal,Harassment,11:15,2025-06-03,Resolved
North-East Nagpur,Vaishali Nagar,Chain Snatching,,2025-02-09,Resolved
North-West Nagpur,Kalmeshwar,Assault,01:30,2025-05-30,Resolved
Central Nagpur,Ganeshpeth,Harassment,13:00,2025-02-20,Pending
North-East Nagpur,Kharbi,Chain Snatching,,2025-04-23,Resolved
South-West Nagpur,Manish Nagar,Theft,21:45,2025-07-05,Resolved
Central Nagpur,Sitabuldi,Robbery,00:00,2025-06-04,Resolved
North-West Nagpur,Nara,Harassment,23:30,2025-03-19,Pending
North-East Nagpur,Kharbi,Assault,20:30,2025-01-22,Resolved
North-West Nagpur,Lonara,Fraud,02:00,2025-01-28,Pending
North-West Nagpur,Borgaon,Assault,16:00,2025-06-21,Resolved
South-West Nagpur,Pratap Nagar,Assault,22:45,2025-03-21,Pending
North-East Nagpur,Kharbi,Chain Snatching,15:45,2025-01-06,Resolved
North-West Nagpur,Lonara,Fraud,01:30,2025-01-19,Resolved
North-East Nagpur,Kamptee Road,Assault,05:15,2025-04-07,Pending
North-West Nagpur,Kalmeshwar,Chain Snatching,07:30,2025-06-24,Resolved
North-East Nagpur,Binaki,Fraud,19:45,,Pending
South-West Nagpur,Trimurti Nagar,Robbery,06:45,2025-05-06,Pending
Central Nagpur,Reshimbagh,Harassment,22:45,2025-02-01,Resolved
North-East Nagpur,Kamptee Road,Harassment,07:45,2025-03-21,Pending
North-West Nagpur,Nara,Robbery,07:00,2025-04-23,Resolved
South-West Nagpur,Sneha Nagar,Assault,15:15,2025-02-16,Resolved
Central Nagpur,Sitabuldi,Theft,18:15,2025-02-16,Pending
North-East Nagpur,Kharbi,Robbery,21:30,2025-03-15,Pending
North-East Nagpur,Kamptee Road,Robbery,09:30,2025-03-02,Pending
South-West Nagpur,Sneha Nagar,Assault,07:30,2025-02-09,Pending
South-West Nagpur,Manish Nagar,Robbery,19:30,2025-01-30,Resolved
Central Nagpur,Mahal,Harassment,10:30,2025-03-23,Pending
South-West Nagpur,Pratap Nagar,Assault,05:30,2025-03-05,Resolved
Central Nagpur,Sitabuldi,Harassment,18:15,2025-03-04,Resolved
South-West Nagpur,Pratap Nagar,Theft,23:30,2025-01-31,Resolved
North-West Nagpur,Kalmeshwar,Harassment,23:30,2025-04-26,Resolved
Central Nagpur,Reshimbagh,Robbery,14:45,2025-06-07,Resolved
South-West Nagpur,Pratap Nagar,Robbery,14:00,2025-04-11,Pending
Central Nagpur,Reshimbagh,Theft,12:30,2025-04-21,Resolved
South-West Nagpur,Manish Nagar,Harassment,20:15,2025-05-12,Pending
South-West Nagpur,Trimurti Nagar,Fraud,04:30,2025-06-19,Resolved
North-East Nagpur,Vaishali Nagar,Fraud,07:00,2025-05-26,Pending
North-West Nagpur,Nara,Chain Snatching,20:00,2025-05-14,Resolved
North-West Nagpur,Lonara,Assault,22:30,2025-02-03,Pending
South-West Nagpur,Sneha Nagar,Robbery,21:15,2025-05-04,Pending
North-East Nagpur,Kamptee Road,Theft,05:15,2025-01-21,Pending
North-West Nagpur,Lonara,Assault,12:45,2025-03-03,Pending
North-East Nagpur,Vaishali Nagar,Assault,19:15,2025-05-31,Pending
North-West Nagpur,Nara,Assault,05:30,2025-03-02,Pending
South-West Nagpur,Trimurti Nagar,Chain Snatching,23:00,2025-02-04,Pending
North-West Nagpur,Lonara,Theft,23:00,2025-02-01,Pending
Central Nagpur,Mahal,Assault,20:15,2025-02-07,Resolved
North-East Nagpur,Kamptee Road,Harassment,10:30,2025-03-28,Pending
South-West Nagpur,Pratap Nagar,Fraud,10:30,2025-03-28,Pending
North-West Nagpur,Nara,Theft,09:00,,Pending
Central Nagpur,Reshimbagh,Chain Snatching,19:00,2025-01-18,Resolved
North-West Nagpur,Kalmeshwar,Assault,00:15,2025-03-08,Resolved
South-West Nagpur,Sneha Nagar,Theft,22:00,2025-06-06,Pending
North-East Nagpur,Kharbi,Theft,00:30,2025-03-01,Resolved
Central Nagpur,Reshimbagh,Fraud,13:00,2025-05-03,Pending
Central Nagpur,Mahal,Assault,09:45,2025-06-04,Pending
Central Nagpur,Ganeshpeth,Fraud,22:15,2025-02-19,Resolved
North-West Nagpur,Borgaon,Robbery,06:30,2025-04-15,Resolved
Central Nagpur,Reshimbagh,Harassment,,2025-06-21,Pending
North-West Nagpur,Borgaon,Robbery,,2025-03-19,Pending
South-West Nagpur,Sneha Nagar,Chain Snatching,05:15,2025-06-06,Resolved
South-West Nagpur,Manish Nagar,Robbery,09:45,2025-02-20,Pending
South-West Nagpur,Sneha Nagar,Theft,23:15,2025-03-30,Resolved
South-West Nagpur,Pratap Nagar,Fraud,19:45,2025-03-23,Pending
South-West Nagpur,Manish Nagar,Assault,09:00,2025-01-10,Resolved
North-West Nagpur,Borgaon,Harassment,21:45,2025-06-24,Pending
Central Nagpur,Mahal,Fraud,21:00,,Resolved
North-East Nagpur,Binaki,Chain Snatching,04:30,2025-06-27,Pending
North-East Nagpur,Binaki,Assault,22:30,2025-03-25,Pending
North-West Nagpur,Nara,Harassment,00:30,2025-05-23,Resolved
South-West Nagpur,Manish Nagar,Robbery,06:45,,Pending
North-West Nagpur,Lonara,Theft,18:15,2025-01-22,Resolved
Central Nagpur,Mahal,Chain Snatching,08:30,2025-03-19,Resolved
North-East Nagpur,Vaishali Nagar,Fraud,07:30,2025-06-09,Pending
North-West Nagpur,Lonara,Chain Snatching,23:30,2025-01-18,Resolved
Central Nagpur,Sitabuldi,Harassment,04:15,2025-03-23,Pending
Central Nagpur,Mahal,Assault,07:30,2025-04-21,Resolved
North-West Nagpur,Nara,Harassment,09:00,2025-04-16,Resolved
South-West Nagpur,Sneha Nagar,Assault,18:45,2025-05-09,Resolved
South-West Nagpur,Manish Nagar,Chain Snatching,17:00,2025-04-03,Resolved
North-West Nagpur,Borgaon,Chain Snatching,18:15,2025-02-24,Pending
South-West Nagpur,Manish Nagar,Fraud,22:00,2025-06-02,Resolved
South-West Nagpur,Pratap Nagar,Theft,09:30,2025-04-08,Resolved
North-West Nagpur,Kalmeshwar,Harassment,17:30,2025-01-19,Resolved
North-East Nagpur,Kamptee Road,Theft,06:00,2025-06-14,Pending
Central Nagpur,Mahal,Robbery,04:45,2025-05-17,Resolved
North-West Nagpur,Lonara,,06:00,2025-02-20,Resolved
South-West Nagpur,Sneha Nagar,Robbery,00:45,2025-04-12,Resolved
Central Nagpur,Mahal,Theft,05:15,2025-06-01,Pending
North-West Nagpur,Kalmeshwar,Harassment,22:30,2025-03-20,Pending
North-West Nagpur,Lonara,Fraud,,2025-04-01,Pending
North-East Nagpur,Binaki,Theft,08:00,2025-05-24,Resolved
Central Nagpur,Sitabuldi,Robbery,18:30,2025-07-04,Pending
Central Nagpur,Reshimbagh,Theft,12:45,2025-03-02,Pending
North-East Nagpur,Binaki,Assault,14:30,2025-02-03,Pending
Central Nagpur,Sitabuldi,Theft,10:45,2025-04-27,Resolved
South-West Nagpur,Trimurti Nagar,Fraud,08:15,2025-03-27,Pending
South-West Nagpur,Trimurti Nagar,Chain Snatching,03:30,2025-01-15,Resolved
North-West Nagpur,Kalmeshwar,Fraud,00:45,2025-06-04,Resolved
South-West Nagpur,Trimurti Nagar,Theft,21:45,2025-05-06,Resolved
North-West Nagpur,Kalmeshwar,Robbery,04:00,2025-02-03,Resolved
North-West Nagpur,Borgaon,Robbery,02:00,2025-06-13,Pending
North-West Nagpur,Lonara,Assault,20:15,2025-05-29,Pending
North-West Nagpur,Nara,Fraud,20:15,2025-03-24,Pending
South-West Nagpur,Pratap Nagar,Assault,09:15,2025-06-24,Resolved
North-West Nagpur,Lonara,Assault,07:15,2025-05-19,Resolved
South-West Nagpur,Sneha Nagar,Chain Snatching,10:15,2025-06-27,Pending
North-East Nagpur,Binaki,Assault,01:45,2025-05-02,Pending
South-West Nagpur,Manish Nagar,Assault,10:45,2025-02-27,Pending
North-East Nagpur,Kharbi,Harassment,03:45,2025-06-11,Resolved
Central Nagpur,Reshimbagh,Assault,22:15,2025-01-31,Pending
South-West Nagpur,Pratap Nagar,Harassment,23:30,2025-06-12,Pending
North-West Nagpur,Borgaon,Fraud,20:00,2025-03-29,Resolved
North-East Nagpur,Binaki,Chain Snatching,22:00,2025-04-08,Resolved
North-East Nagpur,Binaki,Harassment,16:30,2025-05-05,Pending
North-West Nagpur,Lonara,Theft,14:45,2025-01-12,Resolved
North-East Nagpur,Vaishali Nagar,Assault,18:15,2025-05-21,Resolved
North-East Nagpur,Binaki,Harassment,16:30,2025-05-12,Pending
North-West Nagpur,Borgaon,Assault,,2025-03-02,Pending
Central Nagpur,Reshimbagh,Harassment,06:45,2025-01-26,Pending
Central Nagpur,Reshimbagh,Theft,07:30,2025-05-19,Pending
North-West Nagpur,Kalmeshwar,Harassment,13:30,2025-01-12,Resolved
Central Nagpur,Mahal,Chain Snatching,09:00,2025-05-23,Pending
North-West Nagpur,Lonara,Assault,03:15,2025-07-05,Resolved
North-West Nagpur,Kalmeshwar,Fraud,23:00,2025-03-06,Resolved
North-West Nagpur,Lonara,Chain Snatching,14:45,2025-03-30,Pending
South-West Nagpur,Manish Nagar,Theft,20:45,2025-04-12,Resolved
Central Nagpur,Ganeshpeth,Theft,14:15,2025-03-01,Pending
South-West Nagpur,Sneha Nagar,Theft,03:00,2025-01-31,Resolved
North-East Nagpur,Vaishali Nagar,Assault,11:15,2025-02-03,Resolved
North-West Nagpur,Borgaon,Theft,16:30,2025-02-14,Resolved
Central Nagpur,Reshimbagh,Assault,06:30,2025-05-06,Pending
Central Nagpur,Reshimbagh,Chain Snatching,00:00,2025-01-20,Resolved
Central Nagpur,Reshimbagh,Theft,03:45,2025-05-20,Pending
North-West Nagpur,Borgaon,Chain Snatching,08:45,,Resolved
Central Nagpur,Mahal,Assault,,,Pending
North-West Nagpur,Nara,Harassment,00:00,2025-01-13,Pending
Central Nagpur,Ganeshpeth,Assault,09:15,2025-03-26,Resolved
South-West Nagpur,Sneha Nagar,Assault,22:15,2025-06-16,Resolved
Central Nagpur,Ganeshpeth,Theft,21:30,2025-06-02,Pending
North-East Nagpur,Binaki,Fraud,01:15,2025-05-12,Pending
North-West Nagpur,Kalmeshwar,Assault,08:15,2025-03-05,Pending
South-West Nagpur,Pratap Nagar,Assault,10:15,2025-07-07,Resolved
North-East Nagpur,Kharbi,Assault,09:00,2025-01-07,Pending
North-West Nagpur,Nara,Harassment,09:15,2025-01-29,Pending
North-West Nagpur,Borgaon,Theft,08:30,2025-03-19,Pending
South-West Nagpur,Trimurti Nagar,Harassment,20:00,2025-03-12,Resolved
South-West Nagpur,Trimurti Nagar,Chain Snatching,01:45,2025-05-05,Pending
North-West Nagpur,Lonara,Harassment,02:30,2025-06-19,Resolved
South-West Nagpur,Manish Nagar,Theft,20:30,2025-01-15,Pending
North-West Nagpur,Borgaon,Chain Snatching,21:00,2025-03-07,Pending
Central Nagpur,Sitabuldi,Assault,06:00,,Pending
Central Nagpur,Sitabuldi,Fraud,08:00,2025-06-11,Resolved
Central Nagpur,Ganeshpeth,Chain Snatching,19:45,2025-04-02,Resolved
Central Nagpur,Reshimbagh,Robbery,23:00,2025-05-24,Pending
North-West Nagpur,Nara,Harassment,01:30,2025-02-10,Pending
North-West Nagpur,Nara,Theft,01:15,2025-07-03,Pending
North-West Nagpur,Nara,Robbery,,2025-02-22,Pending
South-West Nagpur,Trimurti Nagar,Robbery,06:00,2025-01-16,Pending
Central Nagpur,Ganeshpeth,Robbery,00:30,2025-04-15,Resolved
North-West Nagpur,Borgaon,Assault,05:45,2025-02-14,Pending
North-East Nagpur,Vaishali Nagar,Harassment,08:00,2025-06-10,Pending
South-West Nagpur,Trimurti Nagar,Harassment,04:30,2025-02-15,Resolved
North-West Nagpur,Borgaon,Harassment,16:15,2025-06-30,Resolved
Central Nagpur,Reshimbagh,Chain Snatching,03:00,2025-02-06,Pending
Central Nagpur,Mahal,Robbery,19:45,2025-02-17,Resolved
South-West Nagpur,Sneha Nagar,Robbery,23:45,2025-07-05,Pending
Central Nagpur,Mahal,Harassment,21:45,2025-05-07,Resolved
North-West Nagpur,Lonara,Robbery,13:00,2025-05-12,Resolved
North-East Nagpur,Kharbi,Fraud,20:15,2025-01-23,Resolved
North-West Nagpur,Nara,Assault,08:15,2025-01-16,Resolved
Central Nagpur,Ganeshpeth,Theft,01:30,2025-02-20,Pending
South-West Nagpur,Trimurti Nagar,Robbery,18:15,2025-04-18,Resolved
North-West Nagpur,Kalmeshwar,Fraud,10:00,2025-04-15,Resolved
South-West Nagpur,Sneha Nagar,Robbery,02:45,2025-05-24,Resolved
South-West Nagpur,Trimurti Nagar,Chain Snatching,06:00,2025-03-09,Resolved
North-West Nagpur,Kalmeshwar,Harassment,09:45,2025-01-21,Resolved
South-West Nagpur,Sneha Nagar,Chain Snatching,07:00,2025-07-05,Resolved
North-West Nagpur,Kalmeshwar,Chain Snatching,01:00,2025-02-06,Resolved
Central Nagpur,Ganeshpeth,Chain Snatching,21:45,2025-05-13,Resolved
North-West Nagpur,Lonara,Chain Snatching,02:15,,Resolved
North-West Nagpur,Lonara,Chain Snatching,11:30,2025-04-01,Resolved
North-East Nagpur,Vaishali Nagar,Harassment,05:15,2025-06-24,Pending
South-West Nagpur,Sneha Nagar,Chain Snatching,01:45,2025-03-20,Pending
North-West Nagpur,Kalmeshwar,Assault,06:45,2025-03-09,Pending
Central Nagpur,Reshimbagh,Harassment,07:00,2025-05-27,Pending
Central Nagpur,Mahal,Robbery,20:30,2025-06-14,Pending
South-West Nagpur,Sneha Nagar,Fraud,07:45,2025-06-03,Resolved
South-West Nagpur,Manish Nagar,Theft,13:30,2025-01-12,Pending
South-West Nagpur,Sneha Nagar,Fraud,08:00,2025-05-16,Pending
North-West Nagpur,Nara,Harassment,21:00,2025-02-13,Pending
North-West Nagpur,Kalmeshwar,Assault,14:15,2025-03-19,Resolved
South-West Nagpur,Sneha Nagar,Robbery,19:15,2025-03-18,Pending
South-West Nagpur,Trimurti Nagar,Assault,16:30,2025-03-14,Pending
South-West Nagpur,Pratap Nagar,Robbery,23:15,2025-02-22,Resolved
Central Nagpur,Reshimbagh,Robbery,20:30,2025-07-06,Resolved
Central Nagpur,Mahal,Harassment,00:00,2025-02-23,Pending
Central Nagpur,Sitabuldi,Robbery,19:00,2025-04-08,Resolved
North-East Nagpur,Kharbi,Assault,17:15,2025-05-15,Pending
North-East Nagpur,Vaishali Nagar,Harassment,07:30,2025-03-04,Resolved
North-West Nagpur,Nara,Fraud,11:00,2025-01-07,Pending
Central Nagpur,Ganeshpeth,Fraud,14:45,2025-06-09,Resolved
Central Nagpur,Mahal,Harassment,23:00,2025-04-05,Pending
North-West Nagpur,Borgaon,Chain Snatching,01:00,2025-02-10,Pending
North-West Nagpur,Lonara,,06:00,2025-05-13,Resolved
South-West Nagpur,Pratap Nagar,Harassment,02:00,2025-01-26,Resolved
North-West Nagpur,Kalmeshwar,Robbery,10:00,2025-05-06,Pending
South-West Nagpur,Pratap Nagar,Harassment,08:15,2025-02-09,Pending
North-East Nagpur,Binaki,Robbery,14:00,2025-04-12,Resolved
North-East Nagpur,Vaishali Nagar,Fraud,17:45,2025-03-25,Pending
North-East Nagpur,Binaki,Chain Snatching,18:15,2025-02-05,Pending
Central Nagpur,Sitabuldi,Fraud,02:00,2025-03-23,Resolved
North-East Nagpur,Binaki,Robbery,18:30,2025-06-09,Pending
Central Nagpur,Ganeshpeth,Fraud,08:15,2025-04-26,Resolved
South-West Nagpur,Sneha Nagar,Harassment,13:45,2025-05-30,Pending
South-West Nagpur,Trimurti Nagar,Fraud,22:30,2025-02-26,Resolved
South-West Nagpur,Pratap Nagar,Theft,18:30,2025-05-07,Resolved
North-East Nagpur,Kamptee Road,Fraud,06:15,2025-06-04,Pending
North-West Nagpur,Borgaon,Fraud,20:00,2025-03-22,Pending
Central Nagpur,Reshimbagh,Fraud,14:30,2025-02-15,Pending
South-West Nagpur,Sneha Nagar,Fraud,00:45,2025-06-17,Resolved
North-West Nagpur,Nara,Theft,20:30,2025-01-18,Pending
South-West Nagpur,Manish Nagar,Theft,08:00,2025-01-29,Pending
Central Nagpur,Reshimbagh,Assault,13:15,2025-06-05,Resolved
North-West Nagpur,Nara,Assault,05:15,2025-02-08,Resolved
North-West Nagpur,Kalmeshwar,Theft,05:15,2025-05-12,Pending
South-West Nagpur,Sneha Nagar,Robbery,11:15,2025-03-15,Pending
North-East Nagpur,Binaki,,20:45,2025-02-27,Pending
South-West Nagpur,Trimurti Nagar,Robbery,05:30,2025-05-14,Pending
Central Nagpur,Reshimbagh,Fraud,07:15,2025-06-26,Resolved
North-West Nagpur,Nara,Chain Snatching,13:30,2025-06-16,Pending
Central Nagpur,Reshimbagh,Robbery,18:30,2025-05-30,Resolved
Central Nagpur,Reshimbagh,Assault,03:45,2025-05-29,Resolved
Central Nagpur,Sitabuldi,Assault,05:15,2025-06-24,Pending
South-West Nagpur,Trimurti Nagar,Theft,04:30,2025-04-23,Resolved
North-West Nagpur,Nara,Theft,18:15,2025-01-26,Resolved
North-East Nagpur,Kamptee Road,Theft,15:00,2025-05-18,Resolved
North-East Nagpur,Kharbi,Chain Snatching,09:15,2025-04-14,Resolved
North-West Nagpur,Kalmeshwar,Assault,11:15,2025-05-28,Resolved
Central Nagpur,Sitabuldi,Chain Snatching,03:30,2025-05-15,Pending
Central Nagpur,Mahal,Harassment,04:30,2025-04-05,Resolved
North-West Nagpur,Borgaon,Harassment,08:45,2025-03-19,Resolved
Central Nagpur,Ganeshpeth,Harassment,15:30,2025-03-28,Resolved
North-East Nagpur,Vaishali Nagar,Harassment,01:15,2025-01-15,Pending
North-East Nagpur,Kamptee Road,Assault,11:15,2025-05-02,Pending
South-West Nagpur,Manish Nagar,Assault,15:00,2025-04-06,Pending
South-West Nagpur,Trimurti Nagar,Harassment,10:45,2025-03-17,Pending
North-West Nagpur,Lonara,Fraud,05:00,2025-05-11,Resolved
North-East Nagpur,Binaki,Assault,18:45,2025-04-14,Resolved
North-East Nagpur,Binaki,Harassment,09:30,2025-04-03,Pending
North-East Nagpur,Binaki,Theft,14:15,2025-03-03,Resolved
South-West Nagpur,Pratap Nagar,Harassment,13:45,2025-03-23,Resolved
North-West Nagpur,Kalmeshwar,Theft,00:15,2025-04-10,Resolved
Central Nagpur,Ganeshpeth,Harassment,12:15,2025-04-02,Resolved
North-West Nagpur,Nara,Fraud,18:45,2025-06-14,Pending
Central Nagpur,Mahal,Chain Snatching,01:45,2025-03-01,Pending
North-West Nagpur,Kalmeshwar,Chain Snatching,03:30,2025-06-11,Pending
North-East Nagpur,Vaishali Nagar,Harassment,14:00,2025-06-17,Pending
North-West Nagpur,Kalmeshwar,Harassment,09:45,2025-02-08,Pending
North-West Nagpur,Lonara,Assault,11:30,2025-06-17,Resolved
North-East Nagpur,Binaki,Harassment,13:45,2025-06-15,Pending
North-East Nagpur,Kharbi,Theft,18:00,2025-04-19,Resolved
Central Nagpur,Ganeshpeth,Robbery,00:00,2025-03-02,Resolved
Central Nagpur,Sitabuldi,Robbery,17:00,2025-03-12,Pending
Central Nagpur,Mahal,Theft,05:00,2025-06-02,Resolved
North-East Nagpur,Kharbi,Robbery,22:45,2025-05-31,Pending
North-West Nagpur,Borgaon,Robbery,18:15,2025-05-18,Pending
North-East Nagpur,Kharbi,Assault,,2025-02-21,Pending
South-West Nagpur,Trimurti Nagar,,12:30,2025-01-12,Resolved
North-East Nagpur,Kamptee Road,Theft,05:00,2025-01-23,Pending
North-West Nagpur,Kalmeshwar,Theft,22:30,2025-06-03,Resolved
North-West Nagpur,Borgaon,,05:45,2025-02-26,Resolved
Central Nagpur,Reshimbagh,Fraud,21:30,2025-06-21,Resolved
Central Nagpur,Sitabuldi,Assault,22:30,2025-06-30,Pending
North-East Nagpur,Kharbi,Assault,,2025-04-26,Resolved
North-West Nagpur,Nara,Harassment,00:00,2025-04-15,Resolved
South-West Nagpur,Sneha Nagar,Robbery,06:00,2025-06-03,Resolved
South-West Nagpur,Pratap Nagar,Assault,13:15,2025-05-12,Resolved
South-West Nagpur,Trimurti Nagar,Theft,00:00,2025-03-25,Resolved
North-East Nagpur,Vaishali Nagar,Fraud,15:15,2025-06-01,Resolved
South-West Nagpur,Trimurti Nagar,Theft,21:45,2025-01-13,Pending
North-West Nagpur,Kalmeshwar,Assault,09:45,2025-04-25,Resolved
North-East Nagpur,Kamptee Road,Theft,22:45,2025-05-21,Pending
North-West Nagpur,Nara,Theft,23:30,2025-06-05,Pending
North-West Nagpur,Kalmeshwar,Harassment,15:15,2025-04-09,Pending
South-West Nagpur,Manish Nagar,Robbery,18:00,2025-06-06,Pending
North-West Nagpur,Kalmeshwar,Harassment,20:30,2025-05-27,Resolved
North-East Nagpur,Kamptee Road,Assault,04:30,2025-03-31,Pending
North-West Nagpur,Borgaon,Fraud,13:30,2025-02-17,Resolved
Central Nagpur,Reshimbagh,Robbery,,2025-01-16,Pending
North-East Nagpur,Kharbi,Robbery,23:45,2025-04-07,Pending
North-East Nagpur,Vaishali Nagar,Assault,10:30,2025-05-09,Pending
North-West Nagpur,Kalmeshwar,Harassment,20:45,2025-04-29,Resolved
North-East Nagpur,Vaishali Nagar,Harassment,05:30,2025-06-06,Resolved
Central Nagpur,Mahal,Assault,23:45,2025-03-13,Pending
Central Nagpur,Mahal,Chain Snatching,21:45,2025-03-20,Resolved
North-East Nagpur,Kharbi,Assault,07:45,2025-04-18,Resolved
North-East Nagpur,Vaishali Nagar,,04:00,2025-04-30,Resolved
Central Nagpur,Mahal,Theft,22:00,2025-04-10,Resolved
North-West Nagpur,Borgaon,Harassment,10:30,2025-05-19,Pending
South-West Nagpur,Trimurti Nagar,Fraud,01:15,2025-02-19,Resolved
North-West Nagpur,Nara,Harassment,17:45,2025-06-05,Pending
North-East Nagpur,Vaishali Nagar,Harassment,00:15,2025-04-22,Resolved
North-East Nagpur,Kharbi,Harassment,07:00,2025-03-08,Resolved
Central Nagpur,Sitabuldi,Theft,10:45,2025-03-02,Resolved
South-West Nagpur,Pratap Nagar,Assault,04:45,2025-03-06,Resolved
Central Nagpur,Mahal,Assault,21:30,2025-04-26,Resolved
North-West Nagpur,Nara,Robbery,21:45,2025-03-02,Resolved
Central Nagpur,Ganeshpeth,Assault,17:00,2025-01-16,Pending
North-West Nagpur,Borgaon,Chain Snatching,15:30,2025-06-07,Resolved
North-West Nagpur,Nara,Robbery,11:15,2025-02-13,Pending
South-West Nagpur,Sneha Nagar,Fraud,09:15,2025-01-14,Pending
North-West Nagpur,Lonara,Harassment,07:00,2025-05-24,Resolved
South-West Nagpur,Sneha Nagar,Assault,20:30,2025-01-17,Resolved
South-West Nagpur,Sneha Nagar,Assault,20:45,2025-04-26,Resolved
North-West Nagpur,Kalmeshwar,Fraud,06:00,2025-05-06,Resolved
North-East Nagpur,Kamptee Road,Fraud,10:15,,Pending
Central Nagpur,Sitabuldi,Theft,18:15,2025-06-19,Resolved
South-West Nagpur,Trimurti Nagar,Chain Snatching,07:45,2025-01-29,Resolved
South-West Nagpur,Manish Nagar,Chain Snatching,01:45,2025-03-08,Pending
Central Nagpur,Reshimbagh,Theft,10:15,2025-03-19,Pending
North-East Nagpur,Binaki,Fraud,01:45,2025-06-09,Pending
South-West Nagpur,Trimurti Nagar,Theft,00:30,2025-01-10,Resolved
North-East Nagpur,Kamptee Road,Chain Snatching,20:15,2025-03-05,Pending
South-West Nagpur,Trimurti Nagar,Fraud,07:45,2025-01-30,Pending
North-West Nagpur,Kalmeshwar,Robbery,04:45,2025-04-06,Pending
South-West Nagpur,Manish Nagar,Theft,18:30,2025-02-07,Resolved
North-East Nagpur,Kharbi,Harassment,02:15,2025-01-20,Resolved
North-West Nagpur,Nara,Fraud,17:00,2025-04-04,Resolved
South-West Nagpur,Pratap Nagar,Fraud,19:00,2025-05-15,Resolved
North-East Nagpur,Kamptee Road,Robbery,01:15,2025-06-25,Resolved
South-West Nagpur,Sneha Nagar,Harassment,,2025-06-09,Pending
North-East Nagpur,Kharbi,Robbery,10:30,2025-02-02,Resolved
Central Nagpur,Reshimbagh,Chain Snatching,12:30,2025-01-10,Pending
North-West Nagpur,Kalmeshwar,Robbery,02:30,2025-03-08,Resolved
North-West Nagpur,Kalmeshwar,Harassment,06:15,2025-03-16,Resolved
North-East Nagpur,Kamptee Road,Fraud,09:45,2025-01-20,Pending
North-East Nagpur,Kharbi,Chain Snatching,20:15,2025-05-23,Resolved
South-West Nagpur,Trimurti Nagar,Robbery,10:30,2025-01-22,Resolved
North-West Nagpur,Kalmeshwar,Robbery,14:15,2025-05-12,Pending
South-West Nagpur,Sneha Nagar,Theft,05:00,2025-05-01,Pending
Central Nagpur,Reshimbagh,Chain Snatching,00:00,2025-06-15,Pending
Central Nagpur,Mahal,Robbery,17:45,2025-03-07,Pending
South-West Nagpur,Manish Nagar,Chain Snatching,15:15,2025-06-20,Pending
South-West Nagpur,Pratap Nagar,Fraud,13:45,2025-03-03,Resolved
